loan_id,user_id,amount,income,purpose,application_date,status,remarks
L0611,U0033,6606,13646,Car,2025-04-15,declined,Auto-declined. Risk Score: 79%
L0612,U0104,14247,8110,Business,2025-05-19,approved,Auto-approved. Risk Score: 27%
L0613,U0024,60332,19986,Medical,2025-01-08,approved,Auto-approved. Risk Score: 21%
L0614,U0083,39590,22632,Business,2025-01-03,declined,Auto-declined. Risk Score: 72%
L0615,U0182,29182,29443,Medical,2025-04-26,approved,Auto-approved. Risk Score: 3%
L0616,U0130,13463,21651,Business,2025-04-24,declined,Auto-declined. Risk Score: 62%
L0617,U0041,73398,20492,Education,2025-02-19,approved,Auto-approved. Risk Score: 31%
L0618,U0156,21219,2336,Car,2025-05-19,declined,Auto-declined. Risk Score: 68%
L0619,U0014,98190,4499,Education,2025-06-26,approved,Auto-approved. Risk Score: 17%
L0620,U0104,53891,7081,Education,2025-05-04,pending,Average Risk. Risk Score: 57%. Awaiting review.
L0621,U0162,79397,11144,Home,2025-05-18,pending,Average Risk. Risk Score: 59%. Awaiting review.
L0622,U0180,59983,21127,Home,2025-04-07,declined,Auto-declined. Risk Score: 98%
L0623,U0095,14291,26551,Business,2025-02-11,pending,Average Risk. Risk Score: 59%. Awaiting review.
L0624,U0195,5254,17348,Education,2025-03-20,declined,Auto-declined. Risk Score: 92%
L0625,U0026,58912,26351,Medical,2025-03-26,declined,Auto-declined. Risk Score: 87%
L0626,U0130,7780,5709,Car,2025-03-15,approved,Auto-approved. Risk Score: 5%
L0627,U0117,59665,9503,Medical,2025-02-22,pending,Average Risk. Risk Score: 51%. Awaiting review.
L0628,U0183,13190,5427,Business,2025-01-07,approved,Auto-approved. Risk Score: 36%
L0629,U0175,92322,9526,Medical,2025-05-19,approved,Auto-approved. Risk Score: 22%
L0630,U0009,12390,12268,Medical,2025-05-18,declined,Auto-declined. Risk Score: 67%
L0631,U0027,55982,9723,Car,2025-06-26,declined,Auto-declined. Risk Score: 95%
L0632,U0136,64887,12132,Business,2025-06-14,declined,Auto-declined. Risk Score: 68%
L0633,U0072,50926,22464,Medical,2025-02-06,approved,Auto-approved. Risk Score: 21%
L0634,U0014,8464,13419,Car,2025-04-23,pending,Average Risk. Risk Score: 46%. Awaiting review.
L0635,U0141,35166,11282,Car,2025-06-08,declined,Auto-declined. Risk Score: 85%
L0636,U0082,21181,11907,Car,2025-01-10,declined,Auto-declined. Risk Score: 71%
L0637,U0061,41560,4688,Home,2025-03-13,pending,Average Risk. Risk Score: 46%. Awaiting review.
L0638,U0157,86672,28243,Education,2025-01-12,pending,Average Risk. Risk Score: 57%. Awaiting review.
L0639,U0153,44161,23489,Education,2025-05-16,pending,Average Risk. Risk Score: 47%. Awaiting review.
L0640,U0187,41791,15490,Business,2025-01-24,pending,Average Risk. Risk Score: 43%. Awaiting review.
L0641,U0101,94004,25292,Medical,2025-04-18,approved,Auto-approved. Risk Score: 32%
L0642,U0092,43550,9129,Business,2025-06-08,declined,Auto-declined. Risk Score: 84%
L0643,U0118,82865,16602,Education,2025-06-20,approved,Auto-approved. Risk Score: 16%
L0644,U0140,52080,24980,Education,2025-03-25,declined,Auto-declined. Risk Score: 100%
L0645,U0026,97535,4504,Education,2025-06-09,declined,Auto-declined. Risk Score: 81%
L0646,U0066,29992,22260,Medical,2025-04-07,pending,Average Risk. Risk Score: 56%. Awaiting review.
L0647,U0139,95912,21984,Medical,2025-06-25,pending,Average Risk. Risk Score: 49%. Awaiting review.
L0648,U0052,53155,9113,Education,2025-04-30,approved,Auto-approved. Risk Score: 17%
L0649,U0014,77260,25414,Medical,2025-06-13,declined,Auto-declined. Risk Score: 96%
L0650,U0106,49723,27263,Car,2025-01-16,declined,Auto-declined. Risk Score: 88%
L0651,U0047,76452,16319,Home,2025-04-24,declined,Auto-declined. Risk Score: 74%
L0652,U0027,18995,7458,Education,2025-06-08,approved,Auto-approved. Risk Score: 36%
L0653,U0130,51211,17445,Business,2025-03-02,declined,Auto-declined. Risk Score: 72%
L0654,U0042,12585,16502,Business,2025-01-29,pending,Average Risk. Risk Score: 60%. Awaiting review.
L0655,U0057,5666,15667,Car,2025-04-24,pending,Average Risk. Risk Score: 53%. Awaiting review.
L0656,U0077,64471,9648,Medical,2025-01-06,approved,Auto-approved. Risk Score: 30%
L0657,U0036,99090,20002,Education,2025-06-20,approved,Auto-approved. Risk Score: 39%
L0658,U0018,26347,3966,Home,2025-05-15,declined,Auto-declined. Risk Score: 77%
L0659,U0144,86268,10076,Home,2025-06-08,approved,Auto-approved. Risk Score: 3%
L0660,U0003,55886,17206,Business,2025-04-11,approved,Auto-approved. Risk Score: 22%
L0661,U0167,62458,28723,Home,2025-05-26,pending,Average Risk. Risk Score: 44%. Awaiting review.
L0662,U0067,14774,3092,Home,2025-05-01,declined,Auto-declined. Risk Score: 98%
L0663,U0111,31043,10399,Business,2025-06-20,approved,Auto-approved. Risk Score: 32%
L0664,U0003,98903,21838,Car,2025-05-27,declined,Auto-declined. Risk Score: 99%
L0665,U0025,90067,3681,Medical,2025-05-07,declined,Auto-declined. Risk Score: 96%
L0666,U0146,57973,2550,Home,2025-01-08,pending,Average Risk. Risk Score: 56%. Awaiting review.
L0667,U0171,33427,16997,Medical,2025-03-10,declined,Auto-declined. Risk Score: 83%
L0668,U0117,43254,26947,Car,2025-05-14,declined,Auto-declined. Risk Score: 94%
L0669,U0095,52197,14510,Business,2025-01-11,declined,Auto-declined. Risk Score: 72%
L0670,U0191,91326,7939,Home,2025-03-22,declined,Auto-declined. Risk Score: 74%
L0671,U0023,58997,22737,Business,2025-01-25,declined,Auto-declined. Risk Score: 96%
L0672,U0106,31880,5011,Car,2025-06-10,declined,Auto-declined. Risk Score: 69%
L0673,U0153,73630,19703,Education,2025-04-30,declined,Auto-declined. Risk Score: 84%
L0674,U0118,82756,20312,Home,2025-05-13,approved,Auto-approved. Risk Score: 19%
L0675,U0140,62099,10815,Car,2025-01-21,approved,Auto-approved. Risk Score: 19%
L0676,U0174,88483,16873,Medical,2025-06-02,declined,Auto-declined. Risk Score: 88%
L0677,U0049,73853,27105,Medical,2025-03-27,approved,Auto-approved. Risk Score: 16%
L0678,U0149,95807,3230,Car,2025-05-14,declined,Auto-declined. Risk Score: 73%
L0679,U0050,20498,19900,Car,2025-02-11,approved,Auto-approved. Risk Score: 4%
L0680,U0008,26219,18948,Home,2025-02-24,approved,Auto-approved. Risk Score: 27%
L0681,U0098,34180,22037,Car,2025-03-07,declined,Auto-declined. Risk Score: 85%
L0682,U0044,48064,20417,Education,2025-03-07,approved,Auto-approved. Risk Score: 10%
L0683,U0022,52049,3158,Medical,2025-04-08,pending,Average Risk. Risk Score: 41%. Awaiting review.
L0684,U0135,40442,2123,Medical,2025-02-15,approved,Auto-approved. Risk Score: 13%
L0685,U0172,70002,28026,Home,2025-04-29,declined,Auto-declined. Risk Score: 94%
L0686,U0074,51461,5267,Home,2025-06-29,declined,Auto-declined. Risk Score: 85%
L0687,U0061,86371,29276,Medical,2025-02-24,declined,Auto-declined. Risk Score: 86%
L0688,U0037,42510,2850,Home,2025-03-24,approved,Auto-approved. Risk Score: 12%
L0689,U0012,64690,16648,Car,2025-02-08,declined,Auto-declined. Risk Score: 77%
L0690,U0106,8883,10117,Business,2025-01-05,declined,Auto-declined. Risk Score: 65%
L0691,U0131,94579,7123,Education,2025-04-30,pending,Average Risk. Risk Score: 42%. Awaiting review.
L0692,U0134,37546,10910,Education,2025-03-21,approved,Auto-approved. Risk Score: 8%
L0693,U0142,25705,3000,Education,2025-06-16,pending,Average Risk. Risk Score: 42%. Awaiting review.
L0694,U0060,95719,29137,Education,2025-06-08,approved,Auto-approved. Risk Score: 25%
L0695,U0146,99490,6186,Education,2025-03-27,declined,Auto-declined. Risk Score: 87%
L0696,U0041,65973,25152,Business,2025-01-30,approved,Auto-approved. Risk Score: 0%
L0697,U0197,86828,3963,Home,2025-02-21,approved,Auto-approved. Risk Score: 32%
L0698,U0056,38895,10977,Car,2025-06-22,approved,Auto-approved. Risk Score: 23%
L0699,U0046,92003,17229,Home,2025-03-02,pending,Average Risk. Risk Score: 48%. Awaiting review.
L0700,U0109,63686,22316,Car,2025-01-03,declined,Auto-declined. Risk Score: 95%
L0701,U0037,93010,28024,Education,2025-06-14,approved,Auto-approved. Risk Score: 11%
L0702,U0072,64232,12296,Car,2025-04-19,pending,Average Risk. Risk Score: 50%. Awaiting review.
L0703,U0083,24494,12702,Home,2025-03-01,pending,Average Risk. Risk Score: 42%. Awaiting review.
L0704,U0007,60622,23794,Medical,2025-02-07,declined,Auto-declined. Risk Score: 72%
L0705,U0053,9542,27728,Car,2025-06-03,declined,Auto-declined. Risk Score: 74%
L0706,U0009,12539,18650,Education,2025-01-06,approved,Auto-approved. Risk Score: 31%
L0707,U0022,23414,8568,Home,2025-04-10,declined,Auto-declined. Risk Score: 81%
L0708,U0101,12472,15943,Education,2025-01-13,approved,Auto-approved. Risk Score: 24%
L0709,U0020,96829,18609,Home,2025-03-25,pending,Average Risk. Risk Score: 47%. Awaiting review.
L0710,U0105,23096,12443,Medical,2025-04-01,approved,Auto-approved. Risk Score: 33%
L0711,U0015,89523,20673,Medical,2025-06-21,declined,Auto-declined. Risk Score: 63%
L0712,U0153,69345,17470,Car,2025-05-12,approved,Auto-approved. Risk Score: 16%
L0713,U0177,82215,7562,Home,2025-03-31,pending,Average Risk. Risk Score: 40%. Awaiting review.
L0714,U0145,91598,10884,Home,2025-02-10,approved,Auto-approved. Risk Score: 32%
L0715,U0151,48113,12896,Medical,2025-06-14,approved,Auto-approved. Risk Score: 0%
L0716,U0044,94530,26293,Medical,2025-01-08,pending,Average Risk. Risk Score: 48%. Awaiting review.
L0717,U0108,33941,23606,Home,2025-04-04,declined,Auto-declined. Risk Score: 93%
L0718,U0027,96403,4910,Home,2025-04-04,approved,Auto-approved. Risk Score: 32%
L0719,U0034,94246,15075,Home,2025-02-02,pending,Average Risk. Risk Score: 52%. Awaiting review.
L0720,U0049,40158,12016,Car,2025-02-22,approved,Auto-approved. Risk Score: 18%
L0721,U0082,55889,5965,Home,2025-02-23,declined,Auto-declined. Risk Score: 75%
L0722,U0156,58740,2506,Business,2025-06-09,approved,Auto-approved. Risk Score: 5%
L0723,U0103,40337,28861,Home,2025-06-13,approved,Auto-approved. Risk Score: 22%
L0724,U0138,44614,5144,Car,2025-04-09,pending,Average Risk. Risk Score: 50%. Awaiting review.
L0725,U0171,68824,22436,Medical,2025-04-06,approved,Auto-approved. Risk Score: 26%
L0726,U0176,45450,9896,Business,2025-04-11,pending,Average Risk. Risk Score: 59%. Awaiting review.
L0727,U0033,46613,16250,Home,2025-05-19,approved,Auto-approved. Risk Score: 14%
L0728,U0156,43993,2139,Education,2025-03-09,approved,Auto-approved. Risk Score: 17%
L0729,U0089,51886,14079,Home,2025-05-28,declined,Auto-declined. Risk Score: 78%
L0730,U0052,42746,9073,Business,2025-03-06,pending,Average Risk. Risk Score: 57%. Awaiting review.
L0731,U0086,67448,7389,Education,2025-06-29,declined,Auto-declined. Risk Score: 76%
L0732,U0111,20892,16211,Car,2025-03-13,pending,Average Risk. Risk Score: 49%. Awaiting review.
L0733,U0024,44868,29511,Home,2025-05-23,pending,Average Risk. Risk Score: 57%. Awaiting review.
L0734,U0004,96480,8361,Home,2025-03-13,approved,Auto-approved. Risk Score: 3%
L0735,U0009,13877,6291,Home,2025-05-09,approved,Auto-approved. Risk Score: 0%
L0736,U0092,76827,2666,Home,2025-05-09,declined,Auto-declined. Risk Score: 64%
L0737,U0033,77601,23511,Business,2025-01-06,pending,Average Risk. Risk Score: 49%. Awaiting review.
L0738,U0146,72404,28602,Medical,2025-05-27,pending,Average Risk. Risk Score: 41%. Awaiting review.
L0739,U0194,88123,25611,Education,2025-02-18,declined,Auto-declined. Risk Score: 92%
L0740,U0118,89033,20224,Car,2025-04-09,approved,Auto-approved. Risk Score: 39%
L0741,U0175,70360,21065,Car,2025-02-19,declined,Auto-declined. Risk Score: 95%
L0742,U0096,91618,21086,Medical,2025-02-07,pending,Average Risk. Risk Score: 47%. Awaiting review.
L0743,U0086,33986,16552,Car,2025-03-26,declined,Auto-declined. Risk Score: 90%
L0744,U0026,79338,15387,Car,2025-05-28,approved,Auto-approved. Risk Score: 13%
L0745,U0117,34567,6859,Medical,2025-03-27,approved,Auto-approved. Risk Score: 32%
L0746,U0162,33784,4819,Education,2025-03-29,pending,Average Risk. Risk Score: 46%. Awaiting review.
L0747,U0154,92759,12074,Education,2025-02-10,approved,Auto-approved. Risk Score: 25%
L0748,U0137,6679,23406,Education,2025-05-19,approved,Auto-approved. Risk Score: 38%
L0749,U0165,43984,10689,Business,2025-04-03,approved,Auto-approved. Risk Score: 38%
L0750,U0176,72744,20044,Business,2025-01-20,approved,Auto-approved. Risk Score: 25%
L0751,U0108,82490,28069,Medical,2025-03-10,approved,Auto-approved. Risk Score: 7%
L0752,U0082,15235,12006,Car,2025-04-03,approved,Auto-approved. Risk Score: 9%
L0753,U0106,5471,25254,Business,2025-01-13,pending,Average Risk. Risk Score: 40%. Awaiting review.
L0754,U0002,58489,26767,Home,2025-02-18,approved,Auto-approved. Risk Score: 33%
L0755,U0013,5212,11145,Medical,2025-04-23,declined,Auto-declined. Risk Score: 64%
L0756,U0127,60355,4582,Business,2025-03-27,approved,Auto-approved. Risk Score: 27%
L0757,U0152,47215,22290,Medical,2025-06-22,pending,Average Risk. Risk Score: 50%. Awaiting review.
L0758,U0078,10213,13290,Education,2025-04-07,approved,Auto-approved. Risk Score: 37%
L0759,U0162,80082,17652,Medical,2025-04-27,approved,Auto-approved. Risk Score: 37%
L0760,U0190,85054,4097,Home,2025-05-18,approved,Auto-approved. Risk Score: 30%
L0761,U0003,95041,21371,Business,2025-05-17,declined,Auto-declined. Risk Score: 91%
L0762,U0112,80584,27423,Car,2025-05-11,approved,Auto-approved. Risk Score: 3%
L0763,U0186,50513,16876,Car,2025-04-07,declined,Auto-declined. Risk Score: 73%
L0764,U0079,76839,4862,Home,2025-05-03,declined,Auto-declined. Risk Score: 99%
L0765,U0035,68884,11650,Education,2025-03-07,approved,Auto-approved. Risk Score: 1%
L0766,U0196,45067,10620,Education,2025-01-08,approved,Auto-approved. Risk Score: 11%
L0767,U0139,26767,9646,Business,2025-06-16,declined,Auto-declined. Risk Score: 99%
L0768,U0134,86508,13763,Home,2025-02-27,pending,Average Risk. Risk Score: 58%. Awaiting review.
L0769,U0137,82786,21581,Education,2025-03-02,declined,Auto-declined. Risk Score: 88%
L0770,U0147,19785,24759,Business,2025-03-10,declined,Auto-declined. Risk Score: 98%
L0771,U0091,94474,8047,Education,2025-01-04,declined,Auto-declined. Risk Score: 65%
L0772,U0169,30793,5614,Education,2025-06-12,declined,Auto-declined. Risk Score: 87%
L0773,U0115,98321,2389,Home,2025-03-22,pending,Average Risk. Risk Score: 45%. Awaiting review.
L0774,U0088,46688,18656,Business,2025-01-11,declined,Auto-declined. Risk Score: 66%
L0775,U0130,67137,28763,Business,2025-04-02,pending,Average Risk. Risk Score: 50%. Awaiting review.
L0776,U0030,75772,11958,Home,2025-05-16,declined,Auto-declined. Risk Score: 91%
L0777,U0032,59666,8905,Car,2025-06-15,approved,Auto-approved. Risk Score: 3%
L0778,U0159,68406,17854,Business,2025-03-22,declined,Auto-declined. Risk Score: 82%
L0779,U0172,93262,22638,Home,2025-01-03,approved,Auto-approved. Risk Score: 33%
L0780,U0099,63015,28205,Medical,2025-04-04,declined,Auto-declined. Risk Score: 69%
L0781,U0003,41522,23655,Education,2025-03-24,approved,Auto-approved. Risk Score: 14%
L0782,U0118,28461,14895,Car,2025-06-29,declined,Auto-declined. Risk Score: 64%
L0783,U0119,68207,3578,Business,2025-02-20,pending,Average Risk. Risk Score: 50%. Awaiting review.
L0784,U0197,78082,15506,Car,2025-03-20,pending,Average Risk. Risk Score: 57%. Awaiting review.
L0785,U0115,65225,8759,Car,2025-05-17,declined,Auto-declined. Risk Score: 64%
L0786,U0110,82673,14843,Home,2025-06-03,approved,Auto-approved. Risk Score: 20%
L0787,U0028,71363,21955,Car,2025-05-19,approved,Auto-approved. Risk Score: 22%
L0788,U0042,8122,25253,Medical,2025-03-15,pending,Average Risk. Risk Score: 51%. Awaiting review.
L0789,U0077,10680,12864,Car,2025-04-08,pending,Average Risk. Risk Score: 44%. Awaiting review.
L0790,U0183,79607,24370,Home,2025-02-08,approved,Auto-approved. Risk Score: 23%
L0791,U0140,79641,5592,Medical,2025-03-30,pending,Average Risk. Risk Score: 60%. Awaiting review.
L0792,U0142,88861,10448,Home,2025-05-20,declined,Auto-declined. Risk Score: 93%
L0793,U0067,30132,6928,Home,2025-05-15,approved,Auto-approved. Risk Score: 21%
L0794,U0154,98390,19992,Education,2025-01-22,approved,Auto-approved. Risk Score: 3%
L0795,U0068,50901,6247,Home,2025-05-08,pending,Average Risk. Risk Score: 46%. Awaiting review.
L0796,U0003,6779,2639,Home,2025-01-02,approved,Auto-approved. Risk Score: 27%
L0797,U0174,16774,12286,Education,2025-01-22,approved,Auto-approved. Risk Score: 33%
L0798,U0091,20272,29223,Home,2025-03-18,pending,Average Risk. Risk Score: 52%. Awaiting review.
L0799,U0102,13905,27961,Car,2025-02-21,declined,Auto-declined. Risk Score: 83%
L0800,U0144,25067,8496,Car,2025-03-15,declined,Auto-declined. Risk Score: 97%
L0801,U0003,34033,12947,Education,2025-06-15,pending,Average Risk. Risk Score: 46%. Awaiting review.
L0802,U0037,18567,22559,Car,2025-04-15,pending,Average Risk. Risk Score: 59%. Awaiting review.
L0803,U0146,86939,2049,Home,2025-02-11,declined,Auto-declined. Risk Score: 86%
L0804,U0014,13867,17418,Education,2025-06-26,declined,Auto-declined. Risk Score: 99%
L0805,U0171,90859,15881,Business,2025-05-15,declined,Auto-declined. Risk Score: 81%
L0806,U0192,96390,5754,Education,2025-05-16,declined,Auto-declined. Risk Score: 87%
L0807,U0046,11874,25492,Business,2025-05-18,approved,Auto-approved. Risk Score: 26%
L0808,U0075,55377,24512,Education,2025-06-29,approved,Auto-approved. Risk Score: 9%
L0809,U0079,37063,4678,Medical,2025-01-07,declined,Auto-declined. Risk Score: 68%
L0810,U0084,34860,27179,Car,2025-03-03,pending,Average Risk. Risk Score: 51%. Awaiting review.
L0811,U0158,32166,13835,Car,2025-04-23,declined,Auto-declined. Risk Score: 61%
L0812,U0180,56681,20087,Business,2025-05-14,declined,Auto-declined. Risk Score: 100%
L0813,U0006,80127,29902,Home,2025-04-01,approved,Auto-approved. Risk Score: 23%
L0814,U0012,23457,28468,Medical,2025-03-04,pending,Average Risk. Risk Score: 59%. Awaiting review.
L0815,U0154,90488,16404,Car,2025-04-18,approved,Auto-approved. Risk Score: 28%
L0816,U0018,9462,22869,Business,2025-02-15,pending,Average Risk. Risk Score: 58%. Awaiting review.
L0817,U0002,42831,2270,Education,2025-02-07,pending,Average Risk. Risk Score: 50%. Awaiting review.
L0818,U0112,99801,17245,Home,2025-02-26,approved,Auto-approved. Risk Score: 31%
L0819,U0079,35500,13953,Business,2025-03-31,declined,Auto-declined. Risk Score: 62%
L0820,U0168,43447,5755,Car,2025-06-27,declined,Auto-declined. Risk Score: 78%
L0821,U0123,17967,28443,Education,2025-04-23,declined,Auto-declined. Risk Score: 74%
L0822,U0090,54586,16059,Medical,2025-05-04,pending,Average Risk. Risk Score: 52%. Awaiting review.
L0823,U0156,62056,3703,Car,2025-01-23,approved,Auto-approved. Risk Score: 4%
L0824,U0006,29788,28328,Business,2025-06-14,pending,Average Risk. Risk Score: 58%. Awaiting review.
L0825,U0074,65619,22802,Medical,2025-05-14,declined,Auto-declined. Risk Score: 94%
L0826,U0171,47935,17290,Education,2025-05-30,declined,Auto-declined. Risk Score: 80%
L0827,U0021,76466,3878,Business,2025-06-26,pending,Average Risk. Risk Score: 48%. Awaiting review.
L0828,U0179,69588,22915,Business,2025-06-16,approved,Auto-approved. Risk Score: 16%
L0829,U0137,53645,28952,Home,2025-02-26,approved,Auto-approved. Risk Score: 11%
L0830,U0060,40308,29410,Medical,2025-06-13,approved,Auto-approved. Risk Score: 20%
L0831,U0120,48237,13985,Business,2025-06-16,approved,Auto-approved. Risk Score: 16%
L0832,U0158,39557,29176,Business,2025-05-17,declined,Auto-declined. Risk Score: 92%
L0833,U0037,27987,16292,Car,2025-05-22,approved,Auto-approved. Risk Score: 14%
L0834,U0030,62199,5896,Medical,2025-06-18,approved,Auto-approved. Risk Score: 7%
L0835,U0084,50798,3998,Business,2025-01-08,approved,Auto-approved. Risk Score: 13%
L0836,U0182,7973,7804,Education,2025-01-24,pending,Average Risk. Risk Score: 43%. Awaiting review.
L0837,U0034,43718,27746,Car,2025-02-10,approved,Auto-approved. Risk Score: 31%
L0838,U0106,79350,23521,Education,2025-06-29,approved,Auto-approved. Risk Score: 38%
L0839,U0171,13801,20540,Education,2025-02-21,pending,Average Risk. Risk Score: 53%. Awaiting review.
L0840,U0092,14957,4089,Home,2025-01-14,declined,Auto-declined. Risk Score: 80%
L0841,U0067,33830,11173,Car,2025-02-13,declined,Auto-declined. Risk Score: 85%
L0842,U0077,68179,20352,Medical,2025-03-29,approved,Auto-approved. Risk Score: 9%
L0843,U0094,33289,17011,Business,2025-05-11,declined,Auto-declined. Risk Score: 78%
L0844,U0022,58749,6051,Medical,2025-02-21,pending,Average Risk. Risk Score: 59%. Awaiting review.
L0845,U0020,93883,4187,Business,2025-06-09,approved,Auto-approved. Risk Score: 18%
L0846,U0124,73389,22160,Home,2025-03-22,approved,Auto-approved. Risk Score: 39%
L0847,U0067,49975,27853,Home,2025-06-25,declined,Auto-declined. Risk Score: 95%
L0848,U0053,47280,6340,Car,2025-06-10,declined,Auto-declined. Risk Score: 72%
L0849,U0104,92147,23742,Car,2025-05-15,approved,Auto-approved. Risk Score: 24%
L0850,U0136,78639,6280,Car,2025-06-02,pending,Average Risk. Risk Score: 41%. Awaiting review.
L0851,U0200,17424,25486,Business,2025-04-15,approved,Auto-approved. Risk Score: 16%
L0852,U0043,17116,17752,Car,2025-05-28,approved,Auto-approved. Risk Score: 27%
L0853,U0127,79035,4626,Home,2025-05-21,approved,Auto-approved. Risk Score: 25%
L0854,U0112,22324,13460,Medical,2025-02-07,pending,Average Risk. Risk Score: 50%. Awaiting review.
L0855,U0033,29953,9390,Education,2025-05-03,approved,Auto-approved. Risk Score: 14%
L0856,U0132,34243,12934,Home,2025-05-04,approved,Auto-approved. Risk Score: 30%
L0857,U0021,41168,24384,Car,2025-05-20,pending,Average Risk. Risk Score: 55%. Awaiting review.
L0858,U0165,49198,21230,Car,2025-01-21,approved,Auto-approved. Risk Score: 18%
L0859,U0169,51710,20408,Business,2025-01-22,pending,Average Risk. Risk Score: 55%. Awaiting review.
L0860,U0018,14339,4070,Business,2025-06-17,declined,Auto-declined. Risk Score: 92%
L0861,U0094,41963,17650,Medical,2025-03-23,declined,Auto-declined. Risk Score: 87%
L0862,U0060,92807,9485,Business,2025-03-04,declined,Auto-declined. Risk Score: 98%
L0863,U0130,20486,12895,Medical,2025-02-28,pending,Average Risk. Risk Score: 43%. Awaiting review.
L0864,U0009,39877,23296,Home,2025-05-02,declined,Auto-declined. Risk Score: 75%
L0865,U0148,56146,4945,Car,2025-01-29,approved,Auto-approved. Risk Score: 8%
L0866,U0124,56703,2838,Medical,2025-04-06,declined,Auto-declined. Risk Score: 100%
L0867,U0166,29914,29615,Business,2025-05-19,pending,Average Risk. Risk Score: 44%. Awaiting review.
L0868,U0135,34398,28385,Medical,2025-03-28,declined,Auto-declined. Risk Score: 86%
L0869,U0151,86874,24100,Home,2025-04-05,approved,Auto-approved. Risk Score: 0%
L0870,U0193,64432,29558,Business,2025-05-24,declined,Auto-declined. Risk Score: 96%
L0871,U0054,95786,14201,Home,2025-06-13,declined,Auto-declined. Risk Score: 67%
L0872,U0011,28448,24573,Medical,2025-01-06,approved,Auto-approved. Risk Score: 15%
L0873,U0177,91995,26141,Business,2025-01-24,approved,Auto-approved. Risk Score: 13%
L0874,U0125,15218,15062,Education,2025-06-22,approved,Auto-approved. Risk Score: 21%
L0875,U0086,58636,27103,Business,2025-01-08,approved,Auto-approved. Risk Score: 28%
L0876,U0108,25889,26629,Education,2025-01-29,approved,Auto-approved. Risk Score: 26%
L0877,U0042,68523,24038,Home,2025-01-25,approved,Auto-approved. Risk Score: 2%
L0878,U0036,13387,15769,Business,2025-06-21,approved,Auto-approved. Risk Score: 17%
L0879,U0135,73023,3299,Education,2025-05-03,pending,Average Risk. Risk Score: 43%. Awaiting review.
L0880,U0105,62193,15369,Home,2025-02-21,approved,Auto-approved. Risk Score: 1%
L0881,U0118,10809,14118,Car,2025-05-30,approved,Auto-approved. Risk Score: 13%
L0882,U0115,61236,12514,Education,2025-04-19,approved,Auto-approved. Risk Score: 22%
L0883,U0104,46693,27513,Car,2025-02-20,approved,Auto-approved. Risk Score: 17%
L0884,U0132,40473,6300,Home,2025-05-08,approved,Auto-approved. Risk Score: 33%
L0885,U0154,78888,29097,Business,2025-03-17,approved,Auto-approved. Risk Score: 34%
L0886,U0089,54787,19794,Car,2025-04-04,declined,Auto-declined. Risk Score: 99%
L0887,U0085,34793,26372,Car,2025-05-04,pending,Average Risk. Risk Score: 54%. Awaiting review.
L0888,U0048,77219,22138,Business,2025-02-09,declined,Auto-declined. Risk Score: 80%
L0889,U0086,36433,29420,Car,2025-02-14,pending,Average Risk. Risk Score: 60%. Awaiting review.
L0890,U0022,49646,4101,Business,2025-02-15,pending,Average Risk. Risk Score: 54%. Awaiting review.
L0891,U0141,84204,7665,Medical,2025-04-15,approved,Auto-approved. Risk Score: 6%
L0892,U0035,56146,28412,Car,2025-02-18,declined,Auto-declined. Risk Score: 93%
L0893,U0034,76492,18349,Education,2025-06-23,pending,Average Risk. Risk Score: 55%. Awaiting review.
L0894,U0102,16088,14522,Education,2025-06-07,declined,Auto-declined. Risk Score: 94%
L0895,U0144,38917,20620,Home,2025-04-09,approved,Auto-approved. Risk Score: 28%
L0896,U0076,25405,12158,Home,2025-02-04,approved,Auto-approved. Risk Score: 38%
L0897,U0146,74769,28916,Home,2025-02-27,pending,Average Risk. Risk Score: 55%. Awaiting review.
L0898,U0066,47603,18163,Medical,2025-03-21,declined,Auto-declined. Risk Score: 83%
L0899,U0112,58681,16157,Car,2025-05-29,declined,Auto-declined. Risk Score: 89%
L0900,U0117,31169,9236,Car,2025-05-13,approved,Auto-approved. Risk Score: 12%
L0901,U0171,83940,21909,Home,2025-01-01,declined,Auto-declined. Risk Score: 89%
L0902,U0173,93761,16103,Home,2025-01-14,approved,Auto-approved. Risk Score: 23%
L0903,U0099,9589,15325,Home,2025-05-17,pending,Average Risk. Risk Score: 50%. Awaiting review.
L0904,U0127,97595,28056,Business,2025-01-09,approved,Auto-approved. Risk Score: 34%
L0905,U0055,6114,7779,Car,2025-02-26,pending,Average Risk. Risk Score: 40%. Awaiting review.
L0906,U0053,93042,27090,Medical,2025-01-06,pending,Average Risk. Risk Score: 44%. Awaiting review.
L0907,U0072,46117,27016,Medical,2025-03-11,declined,Auto-declined. Risk Score: 66%
L0908,U0037,13953,15886,Home,2025-02-11,declined,Auto-declined. Risk Score: 81%
L0909,U0163,70718,26658,Medical,2025-05-13,approved,Auto-approved. Risk Score: 4%
L0910,U0198,92866,7014,Car,2025-06-04,approved,Auto-approved. Risk Score: 34%
L0911,U0138,81579,2135,Business,2025-02-27,approved,Auto-approved. Risk Score: 15%
L0912,U0135,35129,27901,Home,2025-05-20,approved,Auto-approved. Risk Score: 20%
L0913,U0175,6840,14916,Business,2025-03-19,declined,Auto-declined. Risk Score: 66%
L0914,U0183,48036,4887,Business,2025-01-02,declined,Auto-declined. Risk Score: 80%
